"studentId","firstName","lastName","DOB","class","score"
"98","ukrrbpna","zcug","2008-04-14","Class5","79"
"99","vlmn","xrx","2010-11-04","Class3","71"
"100","sauq","dawys","2005-05-03","Class2","69"
"101","vkj","evosub","2005-01-10","Class5","73"
"102","rbhiljcu","fflez","2010-05-21","Class4","84"
"103","jtxmpgco","iovxac","2001-12-17","Class5","68"
"104","pmkcvij","iiapon","2003-11-30","Class3","74"
"105","diqt","oelt","2003-06-12","Class5","66"
"106","vowdfyww","fnciy","2000-04-16","Class2","73"
"107","kzriif","blxflnlh","2008-10-25","Class3","85"
"108","wiki","owlh","2009-09-08","Class1","71"
"109","plh","yrdsjkrr","2003-09-02","Class4","81"
"110","xth","rfnjms","2007-04-25","Class1","75"
"111","jwi","lsvyk","2009-02-07","Class4","68"
"112","rfuo","zck","2007-05-12","Class1","84"
"113","jfwudaqu","kdv","2000-05-03","Class1","68"
"114","sfkk","zuymtz","2000-12-24","Class1","82"
"115","yolbiw","dgodveyg","2001-10-30","Class5","78"
"116","kve","hjkr","2009-07-11","Class1","77"
"117","kqzye","dge","2005-09-13","Class2","73"
"118","kwlojco","eepof","2007-02-21","Class4","72"
"119","vbnh","msuad","2001-09-10","Class3","72"
"120","mdgq","wbmpvrbe","2010-08-26","Class1","82"
"121","ijypsl","xubiblwo","2002-11-01","Class4","85"
"122","twbhrp","qojc","2010-09-11","Class1","71"
"123","smmihhrg","snwoswkg","2006-12-03","Class5","82"
"124","ipvygp","ovcknby","2010-03-02","Class3","80"
"125","qztv","hlkmk","2009-06-13","Class4","71"
"126","qwnoj","oitveuo","2000-08-18","Class1","79"
"127","bvljplb","rnokgr","2005-05-10","Class3","68"
"128","ouwcuitn","ppf","2005-07-28","Class1","70"
"129","niecdl","pfjctz","2010-06-18","Class4","85"
"130","deljiic","kgtq","2000-07-30","Class5","68"
"131","eqazob","soin","2002-03-05","Class5","66"
"132","hrd","tqlv","2007-07-29","Class1","84"
"133","zlcgv","dymmdoo","2002-06-27","Class5","83"
"134","ommf","symfiyyi","2006-02-20","Class4","76"
"135","usnui","ofvgkuq","2002-07-10","Class2","84"
"136","lqqu","uepq","2010-11-16","Class3","67"
"137","pdpohgc","bndwux","2008-03-04","Class3","75"
"138","nnvymhpr","xlmgyb","2005-02-17","Class4","76"
"139","gyscnodr","bres","2010-08-15","Class1","78"
"140","rylts","iuey","2001-04-13","Class3","73"
"141","bdtouk","itx","2000-02-22","Class3","70"
"142","uzaj","wvnxpp","2005-06-19","Class3","76"
"143","urmtvtv","nuboeseb","2003-07-20","Class3","71"
"144","tswnq","fizdm","2003-01-31","Class5","73"
"145","hbvmpmjg","ihstukzz","2010-11-26","Class4","78"
"146","aixngx","ipjpdblv","2006-08-16","Class4","79"
"147","fcjeh","sgcn","2004-01-23","Class5","72"
"148","sdbn","qbusm","2010-09-07","Class2","65"
"149","xpvrkmtj","vkasyh","2009-10-26","Class5","81"
"150","isgmlfi","tve","2008-11-18","Class3","75"
"151","tqsqwthk","xsnihoe","2002-10-05","Class2","66"
"152","rtvw","xywp","2008-09-24","Class1","70"
"153","louykcuj","mcewdl","2004-06-22","Class2","83"
"154","tscgqe","hon","2006-03-06","Class1","67"
"155","ntnx","uukptptx","2001-11-16","Class5","71"
"156","gcj","kmllfwa","2009-10-11","Class3","71"
"157","hhli","btysjaez","2007-05-27","Class1","80"
"158","efxnqxsq","bktf","2010-10-12","Class1","76"
"159","fujdayo","ynpd","2009-12-21","Class4","69"
"160","syfjaj","veudz","2009-01-12","Class1","81"
"161","rswgpz","qupc","2008-12-05","Class2","78"
"162","qcz","pgpgwzmq","2009-10-06","Class3","73"
"163","qazmrc","vhxwj","2008-11-19","Class3","78"
"164","yuw","kaifw","2000-12-09","Class4","76"
"165","moxaoiwc","wqnursg","2007-02-27","Class4","74"
"166","ofh","fwwydbyp","2008-03-30","Class3","66"
"167","pxhikqx","blel","2001-08-19","Class4","72"
"168","clxx","gaxlabg","2007-05-28","Class4","75"
"169","zjsbhwl","epxffoe","2006-01-03","Class4","70"
"170","pgcl","jfzhtdrv","2004-07-02","Class5","69"
"171","ahvt","lyigkd","2007-12-25","Class5","71"
"172","stlaq","kwsfm","2005-11-09","Class5","73"
"173","mubt","kmoenuak","2010-08-08","Class4","66"
"174","tcdwkcp","ffxeusd","2010-11-13","Class3","80"
"175","emeag","hmi","2003-03-15","Class3","73"
"176","xtucw","gco","2008-09-07","Class2","76"
"177","qoj","blhauu","2008-03-21","Class5","84"
"178","ljw","vttte","2008-09-09","Class5","69"
"179","xfyu","xxoijkxk","2000-06-22","Class2","82"
"180","awsn","yodqv","2007-11-15","Class1","74"
"181","trm","ihtg","2008-11-22","Class2","74"
"182","ipmgw","wixgzf","2004-03-04","Class1","81"
"183","asskrgw","rnr","2000-09-03","Class4","83"
"184","sacc","nktedd","2004-06-26","Class4","71"
"185","jkddn","ildi","2005-04-07","Class4","67"
"186","tlffn","xreh","2009-08-31","Class5","74"
"187","xfolzc","hrcdp","2009-08-10","Class1","76"
"188","vonrqp","tyoslur","2009-01-30","Class2","76"
"189","zbfi","dsl","2000-09-08","Class2","77"
"190","uffhb","xfih","2005-01-13","Class4","71"
"191","loc","vopuiknj","2000-04-12","Class3","74"
"192","xhgsgxgy","cogkmzhr","2005-01-15","Class2","84"
"193","gipr","mirlqp","2001-09-05","Class4","77"
"194","kmdikfdw","anur","2006-04-03","Class5","70"
"195","drlt","kgsiyb","2000-06-21","Class5","75"
"196","wbdzr","sqxqee","2004-10-06","Class2","70"
"197","bzaalhjd","qynle","2009-01-24","Class4","68"
"198","mcmwawjc","kwstah","2010-12-28","Class3","68"
"199","nnifwpwq","nlwblkw","2010-05-29","Class4","68"
"200","kqmvyxb","pwov","2000-06-17","Class4","72"
"201","xikgqeoj","zhgjx","2006-08-09","Class1","80"
"202","cwwsvov","szi","2006-04-07","Class1","82"
"203","spnxmd","iqbxewg","2000-05-12","Class1","65"
"204","ljuk","edr","2007-12-20","Class5","76"
"205","ngzcf","szsc","2010-04-20","Class3","71"
"206","hedzdzz","sbk","2002-02-19","Class1","71"
"207","ofzcxni","pzrlfusc","2002-03-02","Class1","72"
"208","ypfbihwz","qsuorj","2003-08-14","Class2","66"
"209","cnxr","sgiv","2001-08-15","Class2","76"
"210","rveoinq","hme","2008-12-28","Class2","76"
"211","noyhws","bcqjhdno","2007-10-19","Class5","75"
"212","jkkghx","jwwauoy","2001-07-21","Class1","81"
"213","lekphsgx","xcsfthu","2006-11-29","Class2","79"
"214","dvgwbll","xxkyuqa","2007-06-17","Class1","78"
"215","zgns","qagfjjv","2001-02-08","Class1","81"
"216","eybdyn","masfw","2006-12-27","Class1","77"
"217","bcrze","qyszj","2004-05-19","Class2","67"
"218","cwa","jhvxatz","2001-10-20","Class1","72"
"219","icvtkonz","eiste","2001-09-03","Class2","69"
"220","ykx","czt","2007-12-17","Class4","80"
"221","xvns","apci","2005-12-12","Class5","85"
"222","nty","azublso","2009-12-02","Class4","80"
"223","vkapptlz","bwqhh","2009-11-13","Class4","78"
"224","spankl","yey","2005-11-03","Class5","76"
"225","eyqwalx","thkdhya","2008-08-04","Class2","77"
"226","bvkavf","nhhzj","2008-08-18","Class1","84"
"227","mhrnvw","rgco","2002-09-14","Class5","65"
"228","wwwcpwyy","cqybair","2002-08-16","Class1","67"
"229","zrwu","nnfprbj","2004-10-13","Class4","75"
"230","eqbwembf","tzeakev","2007-08-06","Class4","85"
"231","tfiieec","wctrj","2002-04-22","Class2","75"
"232","bunwm","vli","2008-03-25","Class2","81"
"233","tscnp","ehymh","2003-10-04","Class2","77"
"234","kexxz","qysqgr","2003-01-19","Class4","79"
"235","smfrufr","kyxuenh","2004-10-12","Class2","85"
"236","qyugwvu","uujimgr","2000-10-20","Class3","72"
"237","lnxellap","voxl","2006-08-08","Class3","78"
"238","oobvixw","ciaolfxi","2009-09-27","Class2","84"
"239","ibatpqli","chrgcza","2005-05-10","Class1","75"
"240","fib","tmzcoi","2008-10-21","Class1","72"
"241","enj","ixap","2010-07-16","Class4","67"
"242","bpsfitfm","lgvimh","2004-05-07","Class3","75"
"243","fsqbxdh","fuiyvwk","2003-06-18","Class3","79"
"244","wwnsb","jqqzzvbo","2010-09-26","Class5","74"
"245","uugjkzrh","dwvlyrfz","2008-12-05","Class3","81"
"246","nfi","tmsbzjno","2009-01-04","Class3","81"
"247","ddjwkfw","lknpoujp","2006-07-04","Class4","83"
"248","zqhrdn","tjmfog","2006-12-31","Class3","74"
"249","syfhu","lod","2002-09-27","Class4","69"
"250","kvri","tpxzsm","2005-10-05","Class2","70"
"251","wxxeb","hdjuzxbi","2009-12-31","Class3","76"
"252","etipu","pdjirt","2000-02-19","Class4","66"
"253","wjvxoeh","anjqkvzf","2002-12-06","Class3","80"
"254","retgriw","cik","2003-10-09","Class5","81"
"255","qjw","pgq","2010-01-01","Class4","75"
"256","jmxkmuyv","cljkka","2001-01-24","Class2","73"
"257","feygjk","ybcciss","2006-02-04","Class5","75"
"258","ritspznh","uetpr","2003-08-23","Class5","74"
"259","byqmr","grbeq","2000-05-28","Class3","76"
"260","rynuatrd","unavm","2001-01-19","Class1","82"
"261","iopk","oyjeews","2008-12-24","Class3","67"
"262","lsmvyyxh","ulihyd","2008-08-07","Class5","74"
"263","pditfo","joupp","2008-11-22","Class3","70"
"264","mododldf","tkfz","2009-02-04","Class3","74"
"265","ztverxak","vghfym","2008-01-25","Class2","66"
"266","pkoofs","kakkp","2007-09-10","Class2","82"
"267","rlxbkno","rjbeqvi","2009-02-22","Class1","66"
"268","xdmncjkv","uudhrjyy","2004-03-07","Class2","67"
"269","boxqrd","ugkmk","2008-11-29","Class4","72"
"270","utlkafve","xbzoul","2005-11-27","Class1","82"
"271","jsbmv","kwhwq","2010-10-17","Class5","81"
"272","rzmsxxmf","tocivrya","2000-04-24","Class1","79"
"273","vwxztc","rzvvezb","2005-08-07","Class1","67"
"274","tzv","ysemyuna","2001-04-25","Class5","78"
"275","rgpj","cwm","2004-02-16","Class2","67"
"276","gmwow","vga","2009-09-01","Class1","72"
"277","gcvayuwk","dydguyi","2010-10-14","Class1","83"
"278","iywd","bebdydyh","2007-09-07","Class3","76"
"279","mtmk","zfhqdq","2005-05-16","Class1","78"
"280","mupdjg","nhr","2008-08-16","Class5","66"
"281","uyqvcpby","fzissj","2004-09-16","Class3","71"
"282","svbmle","wezugu","2003-02-08","Class5","81"
"283","fnm","mmgp","2009-05-19","Class2","70"
"284","fhiwp","vmln","2006-10-24","Class3","77"
"285","fiiq","vvun","2009-04-06","Class4","68"
"286","ekko","cbaaib","2008-12-14","Class1","70"
"287","pmxt","wtc","2006-08-18","Class4","68"
"288","hqfsvz","zhik","2001-05-08","Class3","70"
"289","pdhev","vin","2005-02-18","Class2","67"
"290","cijq","hadkza","2010-02-28","Class5","66"
"291","mqloxy","cwekvuu","2008-03-29","Class3","79"
"292","mrre","oqkpmmi","2000-04-16","Class3","71"
"293","xmsskzzv","kyut","2006-03-07","Class2","80"
"294","rklx","oefsxr","2001-02-12","Class2","74"
"295","udmkrf","ubsmt","2004-02-20","Class1","71"
"296","egcwpzbk","fagrolmf","2002-06-01","Class5","84"
"297","qxusqny","ymlrfxi","2005-06-26","Class5","77"
"298","skombtk","iefjpk","2000-09-30","Class3","69"
"299","ujjpuwl","zymho","2008-07-06","Class1","76"
"300","pcvxsnd","imiw","2010-12-06","Class1","71"
"301","ikcz","mjcux","2009-01-02","Class2","66"
"302","fbku","wpeitmal","2008-08-05","Class5","70"
"303","tix","rgy","2008-12-22","Class2","70"
"304","maexqplp","jzeo","2001-10-02","Class3","77"
"305","lwmafruo","exm","2001-03-22","Class4","77"
"306","nptqgdxs","tmmsbk","2003-04-28","Class4","80"
"307","zngr","gqde","2006-04-14","Class4","78"
"308","chca","avjwcl","2010-04-09","Class3","73"
"309","tzmskike","utehvcj","2004-02-28","Class5","70"
"310","tkwpp","lclr","2009-03-04","Class3","70"
"311","hdkcvlii","byjf","2010-02-17","Class2","85"
"312","zbdsbqc","dcpmldci","2005-05-02","Class3","72"
"313","asjazns","lmgk","2002-03-22","Class4","84"
"314","mrhcrlez","anft","2000-09-19","Class5","82"
"315","eoz","crnfcclh","2009-04-01","Class2","85"
"316","agdg","fmw","2003-03-21","Class2","72"
"317","zfxhd","xcukfjvq","2005-02-02","Class3","81"
"318","mvjkahhh","yqsqegz","2007-09-08","Class2","81"
"319","qlhwj","rwbzu","2007-05-29","Class5","81"
"320","gfwq","fsguhbui","2002-06-15","Class1","85"
"321","gaso","tdgzcnqn","2007-06-12","Class1","70"
"322","iflng","hsb","2000-09-13","Class4","83"
"323","trih","kmzfhxz","2004-08-23","Class4","75"
"324","tdrz","ziw","2009-01-04","Class1","83"
"325","qdjj","oymgw","2004-04-07","Class3","77"
"326","xnctyp","mtb","2004-06-10","Class4","66"
"327","kjm","baknffy","2003-04-02","Class2","73"
"328","igmcw","cwgev","2004-04-14","Class2","73"
"329","fgv","orve","2005-11-11","Class1","69"
"330","idbaxc","geiireix","2009-12-03","Class1","68"
"331","fbgdoofh","menc","2005-10-31","Class1","71"
"332","idb","ojblvh","2007-05-29","Class1","83"
"333","aqbiqbqo","fnfr","2007-09-05","Class3","75"
"334","hesj","bwcfut","2002-04-09","Class5","68"
"335","mjfu","cfz","2002-04-21","Class3","80"
"336","gfvowif","tspcvcvu","2001-11-02","Class1","68"
"337","rsnw","tgn","2001-02-01","Class2","65"
"338","egy","nue","2009-10-07","Class3","74"
"339","eeepa","gfm","2003-05-01","Class1","66"
"340","mmq","wkgmhdp","2003-02-17","Class5","70"
"341","vwfm","wss","2009-03-30","Class5","84"
"342","uvd","gjgdblo","2004-09-02","Class2","66"
"343","rsbrhkd","ynkbt","2008-02-05","Class2","82"
"344","csajpem","wnd","2002-05-08","Class4","69"
"345","kdnej","pswgejl","2000-01-30","Class1","82"
"346","byvgzxa","zbnfbuyx","2009-05-19","Class1","85"
"347","utsvdhlv","nzqlp","2007-04-21","Class3","73"
"348","macld","gaqsep","2001-09-13","Class2","82"
"349","imlraan","bgnp","2009-02-07","Class1","74"
"350","qjipm","efybzb","2007-12-25","Class1","79"
"351","uvrjov","oyk","2006-05-30","Class2","77"
"352","jbl","dvgtyuiq","2010-02-01","Class5","79"
"353","myuvi","rmwhlmn","2000-05-20","Class2","75"
"354","ubsot","sbmtsxvj","2007-02-11","Class1","71"
"355","zad","wvjgovx","2002-03-31","Class1","79"
"356","dgzy","jbochla","2002-04-12","Class5","65"
"357","czfm","fnhcd","2003-05-08","Class2","74"
"358","svsq","rktw","2005-05-04","Class1","72"
"359","ddfamcqk","uftx","2008-04-19","Class4","85"
"360","kxqrk","feargjdi","2009-01-03","Class3","80"
"361","veacd","vhgvpf","2000-04-10","Class2","69"
"362","fhk","tzz","2007-03-03","Class1","67"
"363","syc","zehpsd","2001-11-02","Class2","79"
"364","dpmkg","cehpaymz","2003-02-17","Class4","85"
"365","dmaubmc","fun","2002-10-07","Class1","81"
"366","yvwpqgkj","jmzlig","2002-03-23","Class3","83"
"367","ovndtcx","ejcnvliz","2001-05-10","Class2","74"
"368","qsdm","guji","2008-07-15","Class3","72"
"369","ahhotaxw","rbkyxl","2005-03-20","Class4","84"
"370","rhydgem","miv","2008-08-05","Class1","69"
"371","xzjrx","zpdjperq","2010-09-13","Class3","79"
"372","cgnsshz","iwkl","2000-04-21","Class5","78"
"373","xpphucmr","dwwdneus","2001-01-28","Class2","67"
"374","xzh","yol","2002-08-04","Class5","82"
"375","ynmkdpw","phonkkss","2010-01-28","Class5","71"
"376","qxe","ezunbxg","2001-01-14","Class1","79"
"377","bywngfls","hjylsvw","2006-10-09","Class3","70"
"378","jlmpi","hoiwsdic","2006-07-10","Class4","79"
"379","sor","zmddt","2010-12-04","Class1","75"
"380","pdcxdsbv","wkf","2002-04-20","Class4","81"
"381","dje","zcbuvxsg","2001-02-05","Class2","73"
"382","shfom","dlboxzfj","2006-11-21","Class3","69"
"383","frhwxdwk","gae","2010-11-10","Class4","74"
"384","kvoqg","nujgis","2010-08-08","Class3","78"
"385","kpqxe","pzhte","2007-07-04","Class3","78"
"386","svmv","pzl","2005-01-15","Class4","80"
"387","partnxq","pbncpt","2004-09-04","Class3","79"
"388","jxrorvyc","jeccbjsk","2008-09-23","Class5","83"
"389","wqnxpflr","tyxvtf","2006-10-08","Class3","82"
"390","jiw","daue","2000-08-31","Class1","80"
"391","qrcqdvcv","fol","2000-08-14","Class1","69"
"392","plyf","zpqizwkp","2001-04-20","Class5","70"
"393","ciwwnq","dzxrwu","2003-06-17","Class1","83"
"394","muer","vqcb","2005-08-03","Class5","66"
"395","sryreaaj","synt","2002-10-27","Class5","78"
"396","tzvpme","rjjkpf","2009-01-30","Class5","80"
"397","dbvksrz","xao","2004-09-12","Class3","78"
"398","czp","fjy","2002-07-17","Class1","67"
"399","gwz","qwa","2003-05-09","Class5","74"
"400","qsxvuco","czop","2004-07-30","Class4","69"
"401","nvq","vvcytjk","2003-06-09","Class1","79"
"402","kgrj","zusdwb","2002-04-11","Class1","68"
"403","tjksyd","ykjsvhe","2001-05-14","Class2","82"
"404","jcg","dloq","2003-12-29","Class4","75"
"405","psgs","siiorin","2000-06-19","Class1","78"
"406","pwneiovc","kctw","2001-06-09","Class3","82"
"407","sifqz","nuznwe","2005-05-14","Class2","66"
"408","ikbvui","ozsbz","2003-05-05","Class3","81"
"409","ziempa","giwjwq","2006-01-06","Class2","68"
"410","gvg","ujz","2003-12-13","Class5","75"
"411","amxrtx","qwqon","2000-08-19","Class1","69"
"412","jzule","wuk","2004-11-04","Class3","73"
"413","cfbrmzxh","nrfhzymc","2006-01-10","Class2","68"
"414","enfnqita","qeaxwiy","2001-11-07","Class2","77"
"415","nlvhqedh","lxcyehf","2010-05-17","Class5","67"
"416","rebwg","joxpwe","2001-09-06","Class5","85"
"417","lowy","vobt","2003-07-03","Class4","83"
"418","hbkjbixe","zbxumo","2004-04-22","Class1","66"
"419","lnztd","madg","2006-10-08","Class5","78"
"420","seitoll","dxzd","2010-10-11","Class1","66"
"421","tknvcsu","rzypq","2009-04-15","Class1","69"
"422","auy","hjiuaf","2007-12-12","Class3","75"
"423","dwud","iqwh","2008-01-04","Class3","80"
"424","himf","vnmfvfcb","2007-03-31","Class4","77"
"425","nziiciy","dvcgwrja","2007-06-26","Class5","83"
"426","msgwrt","xue","2005-08-03","Class3","84"
"427","tuxwita","mvhz","2005-01-26","Class2","73"
"428","gqtdd","zrejhaue","2003-09-19","Class2","85"
"429","erjmfmm","lese","2002-11-15","Class5","65"
"430","doh","slbhyxle","2005-07-06","Class2","71"
"431","bgr","wwwnoilj","2010-06-08","Class2","80"
"432","odayqtk","intxchhq","2002-05-15","Class3","83"
"433","fqbt","pjpdh","2000-02-19","Class5","70"
"434","pad","kyj","2005-01-04","Class4","72"
"435","tzdp","qnae","2003-09-26","Class4","79"
"436","fwnt","mpsne","2006-09-18","Class4","75"
"437","yke","jgzswpn","2007-08-24","Class3","68"
"438","rvtqcfim","sbvoixvg","2010-01-06","Class1","83"
"439","qiqo","qneca","2001-07-07","Class5","81"
"440","zmlh","ubtbn","2001-04-13","Class3","73"
"441","uxyvhtqy","dlwx","2009-04-05","Class4","66"
"442","rayr","unfzdhxl","2006-07-15","Class3","82"
"443","wpfzufg","vcgtixju","2007-02-21","Class3","69"
"444","wiggkad","lcgaap","2010-06-08","Class3","71"
"445","tlaun","nfogacpx","2002-11-10","Class5","72"
"446","fjr","ltbmpfuf","2009-07-09","Class5","84"
"447","bzdufmu","orpzncr","2004-08-12","Class4","83"
"448","nxuji","rebklfw","2010-11-08","Class1","77"
"449","eigwtheo","jqjdtlbz","2007-08-22","Class4","78"
"450","csnmhh","rdudxx","2008-01-09","Class4","74"
"451","zbq","mmlac","2002-08-27","Class3","73"
"452","bcfcok","yircoik","2004-02-22","Class3","76"
"453","nnwxzmu","ejvrcy","2005-11-02","Class2","70"
"454","ooibigsx","cquhxc","2001-04-22","Class5","74"
"455","qwtac","rrkmq","2006-05-18","Class1","81"
"456","unyzvj","stvddk","2005-09-14","Class3","84"
"457","aivl","yywu","2009-03-10","Class5","69"
"458","olshygup","mmoow","2009-04-02","Class3","70"
"459","uoqw","pgq","2004-01-27","Class2","72"
"460","ohxoqsni","brguubba","2003-12-09","Class3","83"
"461","xuwujxp","xmpospdq","2010-08-05","Class1","85"
"462","gaqahplm","dbjf","2008-06-01","Class3","76"
"463","dodc","pbm","2000-01-25","Class4","85"
"464","bqvigttj","hmmbit","2003-11-06","Class1","78"
"465","vuccoo","koxh","2001-08-09","Class2","67"
"466","mbe","lfut","2002-10-12","Class5","74"
"467","kvotuusu","xojkigk","2005-06-08","Class4","75"
"468","uwej","lvjo","2010-10-04","Class4","68"
"469","ejymqyn","acwtjbo","2010-11-29","Class3","72"
"470","xgwj","xxnthyi","2003-06-05","Class3","68"
"471","dqrho","cnefodk","2006-10-15","Class4","78"
"472","zkla","lnjmqdx","2000-08-05","Class3","65"
"473","cyfcci","idh","2009-04-30","Class2","85"
"474","qxlxpcez","qexhzzbe","2002-11-17","Class5","69"
"475","wiuv","qgod","2008-07-12","Class1","71"
"476","kupyuou","vjwopaqo","2010-11-01","Class5","83"
"477","kjbko","gewycmpu","2010-05-27","Class1","69"
"478","qddr","bvhdgjss","2006-11-08","Class1","78"
"479","jiqe","ezejiebm","2009-11-17","Class3","82"
"480","moofk","zjrm","2009-06-26","Class3","72"
"481","hld","cvbh","2003-09-24","Class5","75"
"482","pxalbdxu","avjgje","2008-05-06","Class1","67"
"483","rbnvdfl","ckcr","2010-03-11","Class5","72"
"484","iyip","dgnfmky","2010-02-14","Class1","69"
"485","fxzfw","nlej","2000-11-27","Class5","74"
"486","yswc","jdan","2005-01-18","Class3","81"
"487","hxk","migieef","2004-06-24","Class4","77"
"488","idjf","rbqnv","2003-08-26","Class3","71"
"489","mauyzaj","tsa","2005-03-04","Class4","70"
"490","kiet","xiv","2003-05-13","Class5","80"
"491","hnhhvwof","botbcns","2007-06-17","Class1","78"
"492","kvbv","qzl","2003-11-26","Class4","83"
"493","whblfwvg","pgnkos","2000-12-20","Class5","76"
"494","uwdb","bgpeiww","2006-01-14","Class4","82"
"495","cgdkwtcy","zhiw","2003-01-09","Class1","73"
